test1,test2,assignment1,assignment2,quiz1,grade,carrymark
8.599796663725433,7.821589626462722,4.7851442274776055,4.624834504101487,3.045098885474434,3,28.876463907241682
9.264108986066187,8.468676132930923,9.710199954281542,6.012691245729837,4.56664263928273,5,38.02231895829122
5.542181702356512,3.5365405995973345,7.802237837415015,9.657165953454642,2.002025365449762,2,28.540151458273264
9.845069284338878,8.291955123969306,9.119493553956245,5.342065970470657,3.9193269930405146,4,36.5179109257756
5.249284439074421,1.9063108726152922,4.907546519084053,9.552417628213222,4.652044212951592,2,26.26760367193858
5.293087988974453,8.78778934994476,3.3444307935276347,12.270389578182312,3.194797215342357,5,32.89049492597152
1.8394467791716909,8.560820948998717,7.392280812737381,11.990668634728676,3.501063317094529,4,33.28428049273099
8.45256950563509,3.9982162356018853,7.572507187179023,10.850995646317282,1.2519370970447983,5,32.12622567177807
3.1475433575369816,9.70786225261129,8.22861522351883,7.271574000097985,1.3217832742101416,4,29.67737810797523
8.87578558602531,9.981744679775122,5.403581030529146,5.220255089683393,2.1643626900482595,5,31.645729076061233
5.926968201955814,8.330201769622024,5.862552462732916,14.493739643633212,3.412742511845532,4,38.026204589789494
5.004901236479646,6.366581754247957,4.4641103137539435,9.05911419830844,2.161318009611032,4,27.056025512401018
8.393204932515069,1.2967517339807637,9.831697664483894,4.640786921020104,1.2763409939355954,2,25.438782245935425
7.818435297697931,8.890933337404974,9.310429143516526,12.794443123962553,4.592692485431516,4,43.4069333880135
8.540787081029642,5.721165452008746,5.6961109064866475,4.2970242939353245,1.8608051805209804,2,26.115892913981337
6.308210651780438,9.547883859089085,6.217255096710454,7.307883492836172,3.640981514489556,4,33.02221461490571
1.7413568937698267,6.51504794536641,5.377997817722502,9.82206276576062,4.380310302686061,4,27.836775725305422
1.1458812399462082,3.439341634915833,7.347998037816173,6.208842703135025,1.68192709483314,2,19.823990710646378
8.343217868802935,1.9054676819448657,2.3172264002107346,10.767388962677343,1.1809362714624494,2,24.51423718509833
6.707857721970559,9.428677445708079,6.419534386137888,2.035956519646607,1.4977748881280393,4,26.089800961591173
6.45704575978797,6.183576532283866,4.520884683905442,6.181959164692625,4.922066602589075,4,28.26553274325898
6.44953753199226,2.7513186011409867,9.736227219289148,11.053586570430786,2.916934615688816,5,32.907604538541996
9.432722427801227,1.2050431810179254,4.8305694877013545,2.4210030712383768,2.039679559171328,3,19.929017726930216
1.6477452056283612,3.709553824012322,4.924617831579305,1.8545941490747848,2.868524910193047,1,15.00503592048782
1.9082911707006995,9.89411633850251,2.794202114203567,6.019774218362426,3.9263932249014424,2,24.542777066670645
2.524821454877209,7.053765072157473,9.69894012738865,1.8127132135709814,3.704807137197513,4,24.795047005191826
4.080812869707255,3.256186053566005,6.3711225412246995,7.192396471787106,1.6992779378057645,3,22.59979587409083
7.131526080438111,9.100882471516837,8.873242248426386,13.84515571862641,3.595733951245298,4,42.54654047025304
8.53895056932081,3.2583939833992335,6.045401969681715,1.1741084636104016,3.9662975096426543,3,22.983152495654817
7.65114504405311,5.898875478863332,2.21353846163432,11.670333186863443,2.927308331496285,4,30.361200502910492
7.060631135350546,6.3124991768758925,9.027491872785468,12.95284133177307,1.529377124178986,4,36.88284064096396
4.492155117812551,4.729761894495226,6.857495760370105,1.0213391059940826,1.7692381649787032,2,18.86999004365067
2.4407180112208695,3.0078803877278752,5.033217939792816,10.944899665235932,3.6951008012339894,3,25.12181680521148
1.2839093031019242,8.845193731162448,6.107251076132348,11.810600051810907,3.836024136745324,5,31.88297829895295
5.008169707469468,3.3330423110250047,2.4191791491007977,8.386023822346605,2.949062404276128,2,22.095477394218
6.435796490306876,1.0006224658703529,1.3501916561368406,5.563214662438746,4.350947364178069,3,18.700772638930886
8.281412716243262,8.875146983322441,8.31173439127383,3.632018116711592,4.9976814378213215,5,34.09799364537245
8.537035543695012,2.1746957665785644,1.132563580694432,14.293665479862765,2.6699403022580483,4,28.807900673088824
2.921721958582265,7.455917289799335,1.021218082474185,12.51823974743982,3.113383907439171,4,27.030480985734776
2.7141393726329133,6.4752367574229,2.7866473783767547,5.233824610112296,3.7541600161348336,4,20.964008134679695
1.9016262015733814,8.685442986376044,4.570265595978141,2.138835834755278,2.0988553736770483,2,19.39502599235989
8.198421009861482,2.042014589549892,3.308398941165096,10.149937862844148,4.269092877232529,2,27.96786528065315
4.123477131396413,8.846774521395275,3.505688336947245,1.2600405856383325,1.1626530947010436,1,18.898633670078308
3.33702444303931,3.8324190863856895,4.302044178887822,8.944549104108782,4.397751153767244,2,24.813787966188848
9.650826188265706,6.4683684922624884,5.450371067309519,10.018008356079026,2.834657449726498,4,34.422231553643236
4.352043366750304,5.841359053586385,2.8705969332174224,9.219757065732008,1.0355883281963152,4,23.319344747482436
3.442360877995755,4.037599616546991,4.304813276726714,2.3119051660268264,4.117667663709465,3,18.21434660100575
1.3708265455558837,2.4747449110801836,9.837226631127749,5.053431950902137,2.5791679319531626,2,21.315397970619113
2.166768451337985,2.0340677149786197,7.574695595781167,14.072557111647642,2.231519048797692,2,28.079607922543104
7.557946731431528,3.7240359457472136,8.520037620936977,5.189157067284752,1.4346056610167124,2,26.425783026417186
9.177917989571025,5.266041860235667,8.567634993649044,14.667212407086797,2.374606374631071,4,40.053413625173604
2.0440725706246314,5.479610680332914,1.340419417002261,5.691146748412503,3.748441961240762,3,18.30369137761307
9.277199599884492,6.640678421261805,4.3801421169569075,14.643847300715716,3.5555140700018932,5,38.49738150882081
8.269953129902676,2.7823625411750834,2.989528473842184,6.3873666086041485,1.3923060415329918,2,21.821516795057086
5.671033558311963,5.036898570368991,5.397569239844373,9.18844182790584,3.7172102694884996,4,29.01115346591967
1.7529691853745506,2.9812407783875723,9.991959693642324,9.193191817994432,1.6663244495159693,4,25.58568592491485
4.226683438085851,1.5747215404944581,8.772210498718382,10.828058096667121,4.612042830163709,4,30.01371640412952
7.771945611330038,2.8151912619932933,5.473787267368901,4.590715444842335,3.563989074292821,4,24.215628659827388
6.610735754051732,1.9416672049591712,5.125672410445568,6.06298935152201,4.307946358660887,4,24.04901107963937
9.898209000871809,9.846902894907538,2.3356181537742686,6.682696364351284,3.719717932440009,4,32.48314434634491
7.1138653103516996,8.99003694878625,8.501801494404434,14.974562637366743,3.54025917262042,5,43.120525563529554
5.885281663298125,9.381820641226753,1.0873419349043274,10.878312285810189,3.9881555407943736,4,31.22091206603377
8.363065428260146,1.3192143568841104,2.3353019421573675,4.5963467690066535,4.136666272756617,3,20.750594769064897
6.246533622215994,7.463184865991464,8.263498419775683,1.9290278345289933,1.3385725473322805,4,25.240817289844415
1.5971921758787027,2.1744473305768386,3.7040346200582848,11.62458217006449,2.794356385785173,4,21.894612682363487
8.205809044386262,8.81825958866442,5.146615875641885,6.198506154641476,2.528930243882253,5,30.898120907216295
6.164852297423943,7.1071422111042315,8.245989901289233,11.609849351659356,4.9621302508222485,4,38.08996401229901
9.152026510175796,2.8549434885902496,5.818746738957229,9.380599691344568,4.302786468641415,4,31.50910289770926
8.609427832956328,9.750104244776963,6.466869199853361,4.269995346057657,4.459106975736006,5,33.555503599380316
6.912860966975208,1.002166268726502,2.6377202996759,8.096009015915788,2.017837593933517,4,20.666594145226913
5.441590195439389,3.3580678067097303,8.42518304083678,11.81472217822838,2.536638909877465,4,31.576202131091744
1.560328829841008,6.768863763062052,2.1458873163950836,5.019236759933153,4.319762746513624,3,19.814079415744924
9.476758892263504,5.331973714834409,2.2681438954657205,13.45946082537288,3.407866827165745,5,33.944204155102256
7.061894277395812,2.362363951598081,9.880353317968149,6.755962748024738,3.4470834572994398,4,29.50765775228622
5.129940989787103,1.913324588820359,8.003335188048407,1.2831930253991217,3.3932010417401917,3,19.722994833795184
6.66969662096502,1.9476354219072842,5.942293896085995,5.8533516729595565,2.5336562926595496,3,22.946633904577403
1.9989723111055007,1.5414474494090495,7.307356821035561,9.600631764921372,4.73566208296613,2,25.18407042943761
2.1189141327542718,7.142766568232714,6.5983369847199125,12.039930879234088,1.5084364997884352,4,29.40838506472942
8.194070902796327,9.251986672819084,8.852812495961203,10.534090248998798,4.241003397749436,5,41.07396371832485
1.3436596918033579,4.528237514206889,4.3442347780581265,3.666685852233941,2.4262152549492932,1,16.30903309125161
1.678056266967042,1.4017681488197122,9.40860624134411,7.806311410482291,4.604285598595618,2,24.899027666208774
6.998600372100702,6.146171434841271,2.9438144569612827,2.3086670701861145,4.277576860329093,2,22.674830194418462
8.01456139625397,7.286521894584625,4.781000044673387,5.27436226037739,1.453779582550836,3,26.81022517844021
9.026578978405272,4.798508661284485,1.756288524134404,2.4667046950681257,1.2516913145545416,2,19.299772173446826
7.964368592242991,7.6085140749140425,1.2763076135671554,7.254060387873711,3.7456724171942324,4,27.84892308579213
5.46962297166542,8.776519072504211,3.9204921536362534,4.536202960457947,2.410012098262592,4,25.112849256526424
4.233279833391132,1.264397569812878,4.130899545559055,1.1394993783815244,4.897294051363872,2,15.665370378508461
1.6346585033036862,9.040915826630743,2.871802360036141,3.8670711757708998,3.6950365821153364,4,21.109484447856804
7.731791355197586,3.639366584436381,7.205198289616779,14.059032473473811,1.9314524191372278,5,34.566841121861785
2.68292532180572,2.0115193224716563,4.100046466047498,14.428401288502393,1.5206307777147363,4,24.743523176542002
4.260158829503643,5.260333624841004,3.633687873684762,14.119775819016576,4.83259157994999,4,32.10654772699598
2.6564099515764,9.936566097492584,1.9232239559222077,9.131891342317125,1.625612240332035,4,25.27370358764035
9.511105523460536,8.23951268200097,3.8430227680131197,4.399741659411792,4.019433652876151,4,30.012816285762568
4.352157330349597,6.968759621801235,8.748771430478277,9.41691504633199,2.5752046727514597,5,32.06180810171256
2.188182479009668,3.694479956902523,4.750743937998334,13.969549611150985,3.3643060750421507,3,27.96726206010366
6.7326943367054835,1.761001253370393,5.003300396315835,6.169584549357169,4.795727715766647,4,24.46230825151553
4.387885761839419,1.0758484732734352,9.657609027278605,13.617672625850096,2.7651895345446547,4,31.504205422786207
3.639804896496746,5.237987882044228,9.55241496614459,12.15123831868629,2.107880983118973,5,32.68932704649083
8.160914401139191,5.015479455548628,4.588992146167354,11.746970399497899,2.7268659822564483,5,32.23922238460952
9.635790646679872,4.063491124167605,5.710137808942105,5.975144270614496,3.5260676931531285,4,28.910631543557205
5.349591894412902,2.8327591393333296,1.0165884455409933,10.785883965248146,3.47494207209381,4,23.459765516629183
2.9686076617765504,2.0301150300928072,9.809222628625358,5.216225561744821,3.4366421150034996,3,23.46081299724304
7.3566463869971965,5.242914295442233,7.103608716123673,11.64125771412889,1.9294508857649806,4,33.273877998456975
3.5207954621955033,9.85613623406421,2.087484497060668,13.37205226241679,1.1621885001734853,4,29.998656955910654
4.585857471338787,9.015056276578797,7.389682461068889,7.224183689269752,3.986203797239306,4,32.20098369549553
3.550568534744398,7.797005691028583,9.178968926998063,9.335738816809872,1.1418038627641098,4,31.004085832345027
3.7504353955592795,4.059013657746191,5.771668938808732,4.486658666057771,4.679912351429479,4,22.74768900960145
1.6128367091229072,8.748469692522491,3.544731018532119,2.8818873616736016,3.0922399350148346,3,19.880164716865952
5.782382234541755,4.697240521020396,6.711346111388194,6.647780272215446,4.1142010362161905,3,27.95295017538198
3.6302875129973993,4.34623891200197,6.659298153521975,3.1989795396191996,3.7881277239476994,3,21.622931842088242
4.610948870476799,5.211485581515713,6.036518357800882,5.18545777318485,3.528445883770751,2,24.572856466748995
4.735966607645821,5.290437231955851,7.252260696247998,5.455362475649091,3.6082179235941934,4,26.342244935092953
4.995835786325234,2.2853028752422864,5.459708194968497,13.42269322794669,1.8628557630046245,3,28.02639584748733
5.2437598147891045,8.996905393421288,1.090990845978435,8.37559228915492,1.265827318635452,4,24.973075661979202
7.1766687001569816,7.677584710132862,7.021068219512992,1.0899283517740395,1.1647114490315942,2,24.129961430608464
1.0336633324411966,3.432949646251836,6.763359183797033,5.095369906570011,4.602903521856279,4,20.928245590916355
7.764525407222308,3.591316943770938,1.9491424032015368,7.452528536534611,2.3207830901184723,4,23.078296380847863
3.976259684528328,6.832044601997798,7.187245353441182,3.0722700227952475,4.73292823758208,4,25.800747900344636
5.717456831370631,2.1630073180779417,9.19353157789573,7.217740706267511,4.157350956901436,3,28.449087390513252
4.845611864787445,5.427626717879084,7.56804827586886,12.138168206414024,2.75708815276726,5,32.73654321771667
6.278772327229181,1.4481393855243838,4.495128365602442,4.276409647348978,1.3386282584371973,3,17.83707798414218
4.2724914738007955,7.688465272953083,7.0974334445622915,4.262898404530571,2.1901087049396857,4,25.511397300786427
7.344313396659431,5.6090678555028815,3.5598159130131846,13.28440435499939,2.4122843268940546,4,32.20988584706894
1.485460159830114,7.271245439686765,6.990666893185788,10.079171205804105,3.1887264826822235,4,29.015270181188995
6.228641220118264,5.411818573570026,7.33705135644132,4.0158743017965515,2.063488156862113,4,25.056873608788273
1.4729798098334506,4.1482200997685705,3.6082872442278875,1.0998208073206077,1.2547606166207594,2,11.584068577771275
7.124535962935526,9.736082140190462,4.568630382567021,13.89948678831474,2.8148166892781328,4,38.14355196328588
6.474869325168802,6.457190602611673,1.7705848228418182,5.466422248788219,3.14360461997224,3,23.312671619382755
3.299498694088027,5.697912763052975,2.711185941981801,2.1216232399216173,4.479791358843881,2,18.310011997888303
2.6900653208465704,2.8145942781976876,7.054010931858673,11.298437194664022,2.2489283834964198,3,26.10603610906337
3.2917525719013954,4.095463386534014,7.412323513326481,1.623040618608935,4.736733840464764,4,21.159313930835587
1.082876132044043,5.457704831074501,4.943787369334823,13.84007366989581,2.6484807723430794,3,27.972922774692258
5.1446050551606515,2.0631127265881126,1.7332929608993195,2.382226106283894,4.061765496545901,2,15.385002345477877
8.95827567780843,2.921198755247577,6.5148102320305235,12.452121198006706,3.236044876421329,4,34.08245073951457
1.3541651787627267,2.6235045213070043,5.410121068212796,2.793196691322521,4.484370567768693,2,16.665358027373742
3.8763729851843585,4.91359314296818,6.013486579780509,4.9970810751702475,3.1643027898382456,4,22.96483657294154
7.399611522777164,7.997179202557002,5.6263192105444455,7.46908419956498,3.5374251681860676,4,32.02961930362966
3.086090878762497,2.068572130306399,8.051442723029552,2.3846107305293263,3.9315400247174423,3,19.522256487345217
2.9625823465065118,8.918096308594574,9.974347330157363,1.090149420402211,3.142096445419879,3,26.087271851080544
8.731862376987436,2.096145022379244,6.806772652658546,2.6554203748411833,3.9491334725817127,3,24.239333899448127
